time,temperatura,entrada
480300,80.3,0
480450,80.3,0
480600,80.3,0
480750,80.3,0
480900,80.3,0
481050,80.3,0
481200,80.3,0
481350,80.3,0
481500,80.3,0
481650,80.3,0
481800,80.2,1
481950,80.2,1
482100,80.2,0
482250,80.2,0
482400,80.2,0
482550,80.1,0
482700,80.1,1
482850,80.1,1
483000,80.1,1
483150,80.1,0
483300,80.1,0
483450,80.1,0
483600,80.1,0
483750,80.1,0
483900,80.1,0
484050,80.1,0
484200,80.1,0
484350,80.1,0
484500,80.1,0
484650,80.1,0
484800,80.1,0
484950,80,0
485100,80,1
485250,80,1
485400,80,1
485550,80,1
485700,79.9,1
485850,79.9,1
486000,79.9,1
486150,79.8,1
486300,79.8,1
486450,79.8,1
486600,79.8,1
486750,79.8,1
486900,79.8,1
487050,79.8,1
487200,79.8,1
487350,79.7,1
487500,79.7,1
487650,79.7,1
487800,79.7,1
487950,79.7,1
488100,79.7,1
488250,79.7,1
488400,79.7,1
488550,79.7,1
488700,79.7,1
488850,79.7,1
489000,79.7,1
489150,79.7,1
489300,79.7,1
489450,79.7,1
489600,79.7,1
489750,79.7,1
489900,79.7,1
490050,79.7,1
490200,79.7,1
490350,79.7,1
490500,79.6,1
490650,79.6,1
490800,79.6,1
490950,79.6,1
491100,79.6,1
491250,79.6,1
491400,79.6,1
491550,79.6,1
491700,79.6,1
491850,79.6,1
492000,79.6,1
492150,79.6,1
492300,79.6,1
492450,79.6,1
492600,79.6,1
492750,79.6,1
492900,79.6,1
493050,79.6,1
493200,79.6,1
493350,79.6,1
493500,79.6,1
493650,79.7,1
493800,79.7,0
493950,79.7,0
494100,79.7,1
494250,79.7,1
494400,79.7,1
494550,79.7,1
494700,79.7,1
494850,79.7,1
495000,79.7,1
495150,79.7,1
495300,79.7,1
495450,79.7,1
