time,PARO,S por vuelta de ex
2015-21-7-12:16:8,FALSE,T#30s
2015-21-7-12:16:10,FALSE,T#30s
2015-21-7-12:16:11,FALSE,T#30s
2015-21-7-12:16:13,FALSE,T#30s
2015-21-7-12:16:14,FALSE,T#30s
2015-21-7-12:16:15,FALSE,T#30s
2015-21-7-12:16:17,FALSE,T#30s
2015-21-7-12:16:18,FALSE,T#30s
2015-21-7-12:16:20,FALSE,T#30s
2015-21-7-12:16:21,FALSE,T#30s
2015-21-7-12:16:22,FALSE,T#30s
2015-21-7-12:16:24,FALSE,T#30s
2015-21-7-12:16:25,FALSE,T#30s
2015-21-7-12:16:27,FALSE,T#30s
2015-21-7-12:16:28,FALSE,T#30s
2015-21-7-12:16:29,FALSE,T#30s
2015-21-7-12:16:31,FALSE,T#30s
2015-21-7-12:16:32,FALSE,T#30s
2015-21-7-12:16:34,FALSE,T#29s1ms
2015-21-7-12:16:35,FALSE,T#29s1ms
2015-21-7-12:16:36,FALSE,T#29s1ms
2015-21-7-12:16:38,FALSE,T#29s1ms
2015-21-7-12:16:39,FALSE,T#29s1ms
2015-21-7-12:16:41,FALSE,T#29s1ms
2015-21-7-12:16:42,FALSE,T#29s1ms
2015-21-7-12:16:43,FALSE,T#29s1ms
2015-21-7-12:16:45,FALSE,T#29s1ms
2015-21-7-12:16:46,FALSE,T#29s1ms
2015-21-7-12:16:48,FALSE,T#29s1ms
2015-21-7-12:16:49,FALSE,T#29s1ms
2015-21-7-12:16:50,FALSE,T#29s1ms
2015-21-7-12:16:52,FALSE,T#29s1ms
2015-21-7-12:16:53,FALSE,T#29s1ms
2015-21-7-12:16:55,FALSE,T#29s1ms
2015-21-7-12:16:56,FALSE,T#29s1ms
2015-21-7-12:16:57,FALSE,T#29s1ms
2015-21-7-12:16:59,FALSE,T#29s1ms
2015-21-7-12:17:0,FALSE,T#29s1ms
2015-21-7-12:17:2,FALSE,T#29s1ms
2015-21-7-12:17:3,FALSE,T#29s999ms
2015-21-7-12:17:4,FALSE,T#29s999ms
2015-21-7-12:17:6,FALSE,T#29s999ms
2015-21-7-12:17:7,FALSE,T#29s999ms
2015-21-7-12:17:9,FALSE,T#29s999ms
2015-21-7-12:17:10,FALSE,T#29s999ms
2015-21-7-12:17:11,FALSE,T#29s999ms
2015-21-7-12:17:13,FALSE,T#29s999ms
2015-21-7-12:17:14,FALSE,T#29s999ms
2015-21-7-12:17:16,FALSE,T#29s999ms
2015-21-7-12:17:17,FALSE,T#29s999ms
2015-21-7-12:17:18,FALSE,T#29s999ms
2015-21-7-12:17:20,FALSE,T#29s999ms
2015-21-7-12:17:21,FALSE,T#29s999ms
2015-21-7-12:17:23,FALSE,T#29s999ms
2015-21-7-12:17:24,FALSE,T#29s999ms
2015-21-7-12:17:25,FALSE,T#29s999ms
2015-21-7-12:17:27,FALSE,T#29s999ms
2015-21-7-12:17:28,FALSE,T#29s999ms
2015-21-7-12:17:30,FALSE,T#29s999ms
2015-21-7-12:17:31,FALSE,T#29s999ms
2015-21-7-12:17:32,FALSE,T#29s999ms
2015-21-7-12:17:34,FALSE,T#30s1ms
2015-21-7-12:17:35,FALSE,T#30s1ms
2015-21-7-12:17:37,FALSE,T#30s1ms
2015-21-7-12:17:38,FALSE,T#30s1ms
2015-21-7-12:17:39,FALSE,T#30s1ms
2015-21-7-12:17:41,FALSE,T#30s1ms
2015-21-7-12:17:42,FALSE,T#30s1ms
2015-21-7-12:17:44,FALSE,T#30s1ms
2015-21-7-12:17:45,FALSE,T#30s1ms
2015-21-7-12:17:46,FALSE,T#30s1ms
2015-21-7-12:17:48,FALSE,T#30s1ms
2015-21-7-12:17:49,FALSE,T#30s1ms
2015-21-7-12:17:51,FALSE,T#30s1ms
2015-21-7-12:17:52,FALSE,T#30s1ms
2015-21-7-12:17:53,FALSE,T#30s1ms
2015-21-7-12:17:55,FALSE,T#30s1ms
2015-21-7-12:17:56,FALSE,T#30s1ms
2015-21-7-12:17:58,FALSE,T#30s1ms
2015-21-7-12:17:59,FALSE,T#30s1ms
